,cik_str,ticker,title
0,320193,AAPL,Apple Inc.
1,789019,MSFT,MICROSOFT CORP
2,1018724,AMZN,AMAZON COM INC
3,1652044,GOOG,Alphabet Inc.
4,1293451,TCEHY,Tencent Holdings Ltd
5,1326801,FB,Facebook Inc
6,1577552,BABA,Alibaba Group Holding Ltd
7,1318605,TSLA,"Tesla, Inc."
8,1067983,BRK-A,BERKSHIRE HATHAWAY INC
9,1046179,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD
10,1403161,V,VISA INC.
11,19617,JPM,JPMORGAN CHASE & CO
12,200406,JNJ,JOHNSON & JOHNSON
13,104169,WMT,Walmart Inc.
14,1141391,MA,Mastercard Inc
15,884394,SPY,SPDR S&P 500 ETF TRUST
16,1744489,DIS,Walt Disney Co
17,824046,LVMUY,LVMH MOET HENNESSY LOUIS VUITTON
18,1045810,NVDA,NVIDIA CORP
19,731766,UNH,UNITEDHEALTH GROUP INC
20,70858,BAC,BANK OF AMERICA CORP /DE/
21,80424,PG,PROCTER & GAMBLE Co
22,1633917,PYPL,"PayPal Holdings, Inc."
23,1445468,IDCBY,Industrial & Commercial Bank of China
24,354950,HD,"HOME DEPOT, INC."
25,1166691,CMCSA,COMCAST CORP
26,50863,INTC,INTEL CORP
27,34088,XOM,EXXON MOBIL CORP
28,937966,ASML,ASML HOLDING NV
29,1065280,NFLX,NETFLIX INC
30,732712,VZ,VERIZON COMMUNICATIONS INC
31,217410,UL,UNILEVER PLC
32,21344,KO,COCA COLA CO
33,796343,ADBE,ADOBE INC.
34,320187,NKE,"NIKE, Inc."
35,1800,ABT,ABBOTT LABORATORIES
36,1737806,PDD,Pinduoduo Inc.
37,1445474,CICHY,China Construction Bank Corp
38,1094517,TM,TOYOTA MOTOR CORP/
39,732717,T,AT&T INC.
40,1495688,CIHKY,"China Merchants Bank Co., Ltd./ADR/"
41,811809,BHP,BHP Group Ltd
42,93410,CVX,CHEVRON CORP
43,1114448,NVS,NOVARTIS AG
44,1341439,ORCL,ORACLE CORP
45,1341439,ORCL,ORACLE CORP
46,59478,LLY,ELI LILLY & Co
47,78003,PFE,PFIZER INC
48,858877,CSCO,"CISCO SYSTEMS, INC."
49,1108524,CRM,"SALESFORCE.COM, INC."
50,1730168,AVGO,Broadcom Inc.
51,1551152,ABBV,AbbVie Inc.
52,310158,MRK,"Merck & Co., Inc."
53,77476,PEP,PEPSICO INC
54,97745,TMO,THERMO FISHER SCIENTIFIC INC.
55,1065521,SFTBY,SOFTBANK GROUP CORP
56,1501437,ACGBY,Agricultural Bank of China Limited/ADR
57,1467373,ACN,Accenture plc
58,1171264,BBL,BHP Group Plc
59,353278,NVO,NOVO NORDISK A S
60,887028,RTNTF,RIO TINTO LTD
61,1613103,MDT,Medtronic plc
62,97476,TXN,TEXAS INSTRUMENTS INC
63,1306965,RDS-A,Royal Dutch Shell plc
64,313616,DHR,DANAHER CORP /DE/
65,72971,WFC,WELLS FARGO & COMPANY/MN
66,895421,MS,MORGAN STANLEY
67,63908,MCD,MCDONALDS CORP
68,1549802,JD,"JD.com, Inc."
69,1594805,SHOP,SHOPIFY INC.
70,804328,QCOM,QUALCOMM INC/DE
71,1000184,SAP,SAP SE
72,1283699,TMUS,"T-Mobile US, Inc."
73,831001,C,CITIGROUP INC
74,863064,RIO,RIO TINTO PLC
75,773840,HON,HONEYWELL INTERNATIONAL INC
76,909832,COST,COSTCO WHOLESALE CORP /NEW
77,753308,NEE,NEXTERA ENERGY INC
78,1090727,UPS,UNITED PARCEL SERVICE INC
79,100885,UNP,UNION PACIFIC CORP
80,1378999,BACHY,BANK OF CHINA LTD
81,14272,BMY,BRISTOL MYERS SQUIBB CO
82,12927,BA,BOEING CO
83,1413329,PM,Philip Morris International Inc.
84,313838,SNE,SONY CORP
85,1707925,LIN,LINDE PLC
86,318154,AMGN,AMGEN INC
87,1703399,SE,Sea Ltd
88,1268896,LFC,CHINA LIFE INSURANCE CO LTD
89,829224,SBUX,STARBUCKS CORP
90,879764,TOT,TOTAL SE
91,901832,AZN,ASTRAZENECA PLC
92,1000275,RY,ROYAL BANK OF CANADA
93,1089113,HSBC,HSBC HOLDINGS PLC
94,316709,SCHW,SCHWAB CHARLES CORP
95,1067839,QQQ,"INVESCO QQQ TRUST, SERIES 1"
96,1144967,HDB,HDFC BANK LTD
97,40545,GE,GENERAL ELECTRIC CO
98,1668717,BUD,Anheuser-Busch InBev SA/NV
99,1436949,HESAY,HERMES INTERNATIONAL S.C.A.
100,18230,CAT,CATERPILLAR INC
101,1091667,CHTR,"CHARTER COMMUNICATIONS, INC. /MO/"
102,60667,LOW,LOWES COMPANIES INC
103,886982,GS,GOLDMAN SACHS GROUP INC
104,1108329,PTR,PETROCHINA CO LTD
105,4962,AXP,AMERICAN EXPRESS CO
106,101829,RTX,RAYTHEON TECHNOLOGIES CORP
107,1121404,SNY,Sanofi
108,947263,TD,TORONTO DOMINION BANK
109,1117795,CHL,CHINA MOBILE LTD /ADR/
110,51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP
111,1559720,ABNB,"Airbnb, Inc."
112,315189,DE,DEERE & CO
113,1364742,BLK,BlackRock Inc.
114,1512673,SQ,"Square, Inc."
115,896878,INTU,INTUIT INC
116,1450488,CHDRY,Christian Dior SE/ADR
117,6951,AMAT,APPLIED MATERIALS INC /DE
118,1001250,EL,ESTEE LAUDER COMPANIES INC
119,1543151,UBER,"Uber Technologies, Inc"
120,66740,MMM,3M CO
121,1373715,NOW,"ServiceNow, Inc."
122,1585521,ZM,"Zoom Video Communications, Inc."
123,723125,MU,MICRON TECHNOLOGY INC
124,1446595,FRCOY,Fast Retailing Co Ltd
125,2488,AMD,ADVANCED MICRO DEVICES INC
126,936468,LMT,LOCKHEED MARTIN CORP
127,1378580,EADSY,Airbus SE/ADR
128,1329099,BIDU,"Baidu, Inc."
129,1075531,BKNG,Booking Holdings Inc.
130,835403,DEO,DIAGEO PLC
131,917851,VALE,Vale S.A.
132,310764,SYK,STRYKER CORP
133,1564408,SNAP,Snap Inc
134,64803,CVS,CVS HEALTH Corp
135,1053507,AMT,AMERICAN TOWER CORP /MA/
136,1067318,DMLRY,DAIMLER AG
137,1445162,BYDDY,BYD CO LTD
138,27419,TGT,TARGET CORP
139,313807,BP,BP PLC
140,1136893,FIS,"Fidelity National Information Services, Inc."
141,1035267,ISRG,INTUITIVE SURGICAL INC
142,1131399,GSK,GLAXOSMITHKLINE PLC
143,923734,SBGSY,SCHNEIDER ELECTRIC SA
144,764180,MO,"ALTRIA GROUP, INC."
145,1445465,PPRUY,Kering
146,1303523,BTI,British American Tobacco p.l.c.
147,1123658,SNP,CHINA PETROLEUM & CHEMICAL CORP
148,1445476,HKXCY,Hong Kong Exchanges & Clearing Ltd
149,1689565,PSTVY,Postal Savings Bank of China Co Ltd/ADR
150,16868,CNI,CANADIAN NATIONAL RAILWAY CO
151,882095,GILD,GILEAD SCIENCES INC
152,92230,TFC,TRUIST FINANCIAL CORP
153,707549,LRCX,LAM RESEARCH CORP
154,64040,SPGI,S&P Global Inc.
155,1067491,INFY,Infosys Ltd
156,798354,FISV,FISERV INC
157,1739940,CI,Cigna Corp
158,1156039,ANTM,"Anthem, Inc."
159,1110646,NTES,"NetEase, Inc."
160,36104,USB,US BANCORP DE
161,109198,TJX,TJX COMPANIES INC /DE/
162,1099590,MELI,MERCADOLIBRE INC
163,1467858,GM,General Motors Co
164,896159,CB,Chubb Ltd
165,1103982,MDLZ,"Mondelez International, Inc."
166,8670,ADP,AUTOMATIC DATA PROCESSING INC
167,30554,CTA-PA,DUPONT E I DE NEMOURS & CO
168,1156375,CME,CME GROUP INC.
169,9631,BNS,BANK OF NOVA SCOTIA
170,713676,PNC,"PNC FINANCIAL SERVICES GROUP, INC."
171,1158967,NJDCY,NIDEC CORP
172,1163165,COP,CONOCOPHILLIPS
173,718877,ATVI,"Activision Blizzard, Inc."
174,1161167,AIQUY,L AIR LIQUIDE SA /FI
175,895728,ENB,ENBRIDGE INC
176,1045609,PLD,"Prologis, Inc."
177,1555280,ZTS,Zoetis Inc.
178,1085922,ESLOY,ESSILOR INTERNATIONAL /FI
179,1453934,CHGCY,"Chugai Pharmaceutical Co., Ltd. / ADR"
180,1809587,BEKE,KE Holdings Inc.
181,10795,BDX,BECTON DICKINSON & CO
182,1640147,SNOW,Snowflake Inc.
183,1106215,KDDIY,KDDI CORP
184,277948,CSX,CSX CORP
185,719245,WBK,WESTPAC BANKING CORP
186,1048911,FDX,FEDEX CORP
187,748954,ATLKY,ATLAS COPCO AB
188,67088,MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC
189,1326160,DUK,Duke Energy CORP
190,1442651,SHECY,"Shin-Etsu Chemical Co., Ltd."
191,49826,ITW,ILLINOIS TOOL WORKS INC
192,1736541,NIO,NIO Inc.
193,1051470,CCI,CROWN CASTLE INTERNATIONAL CORP
194,702165,NSC,NORFOLK SOUTHERN CORP
195,21665,CL,COLGATE PALMOLIVE CO
196,1443276,TOELY,Tokyo Electron LTD
197,1679771,DNNGY,Orsted A/S / ADR
198,1571949,ICE,"Intercontinental Exchange, Inc."
199,1140625,EQNR,EQUINOR ASA
200,1571996,DELL,Dell Technologies Inc.
201,1001085,BAM,BROOKFIELD ASSET MANAGEMENT INC.
202,1447669,TWLO,TWILIO INC
203,891478,SAN,"Banco Santander, S.A."
204,1439584,LNSTY,London Stock Exchange Group
205,1364012,SAFRY,SAFRAN S.A.
206,1420798,RBGLY,RECKITT BENCKISER GROUP PLC
207,92122,SO,SOUTHERN CO
208,1110803,ILMN,"ILLUMINA, INC."
209,1091587,ABB,ABB LTD
210,89800,SHW,SHERWIN WILLIAMS CO
211,1065198,VCISY,VINCI /FI
212,860730,HCA,"HCA Healthcare, Inc."
213,1103838,IBN,ICICI BANK LTD
214,31462,ECL,ECOLAB INC.
215,1001838,SCCO,SOUTHERN COPPER CORP/
216,1528541,CHPXY,"China Pacific Insurance (Group) Co., Ltd./ADR"
217,1123360,GPN,GLOBAL PAYMENTS INC
218,769397,ADSK,"Autodesk, Inc."
219,62709,MMC,"MARSH & MCLENNAN COMPANIES, INC."
220,1124610,VMW,"VMWARE, INC."
221,1446519,DKILY,Daikin Industries Ltd
222,2969,APD,AIR PRODUCTS & CHEMICALS INC /DE/
223,927628,COF,CAPITAL ONE FINANCIAL CORP
224,1327811,WDAY,"Workday, Inc."
225,1639920,SPOT,Spotify Technology S.A.
226,1650372,TEAM,Atlassian Corp Plc
227,1610520,UBS,UBS Group AG
228,1418091,TWTR,"TWITTER, INC."
229,715957,D,"DOMINION ENERGY, INC"
230,1395064,TAK,TAKEDA PHARMACEUTICAL CO LTD
231,1524684,GLNCY,Glencore plc/ADR
232,948401,CFRUY,COMPAGNIE FINANCIERE RICHEMONT AG /FI
233,1805284,RKT,"Rocket Companies, Inc."
234,6281,ADI,ANALOG DEVICES INC
235,1545460,OLCLY,"Oriental Land Co., Ltd./ADR"
236,1450468,MRAAY,"Murata Manufacturing Co., Ltd./ADR"
237,885725,BSX,BOSTON SCIENTIFIC CORP
238,927971,BMO,BANK OF MONTREAL /CAN/
239,753762,VLVLY,AKTIEBOLAGET VOLVO \PUBL\
240,1101239,EQIX,EQUINIX INC
241,875320,VRTX,VERTEX PHARMACEUTICALS INC / MA
242,1551182,ETN,Eaton Corp plc
243,1116578,PUK,PRUDENTIAL PLC
244,1445470,CSUAY,China Shenhua Energy Co Ltd
245,32604,EMR,EMERSON ELECTRIC CO
246,1095595,CEO,CNOOC LTD
247,1099800,EW,Edwards Lifesciences Corp
248,1099219,MET,METLIFE INC
249,1682852,MRNA,"Moderna, Inc."
250,80661,PGR,PROGRESSIVE CORP/OH/
251,1059556,MCO,MOODYS CORP /DE/
252,1605484,STLA,Stellantis N.V.
253,315293,AON,Aon plc
254,831259,FCX,FREEPORT-MCMORAN INC
255,1300514,LVS,LAS VEGAS SANDS CORP
256,1133421,NOC,NORTHROP GRUMMAN CORP /DE/
257,1690820,CVNA,CARVANA CO.
258,899108,PDRDY,PERNOD RICARD S A /FI
259,49071,HUM,HUMANA INC
260,715153,HMC,HONDA MOTOR CO LTD
261,1436791,NTOIY,Neste OYJ
262,313216,PHG,KONINKLIJKE PHILIPS NV
263,1393818,BX,Blackstone Group Inc
264,1061219,EPD,ENTERPRISE PRODUCTS PARTNERS L.P.
265,1022837,SMFG,"SUMITOMO MITSUI FINANCIAL GROUP, INC."
266,1413447,NXPI,NXP Semiconductors N.V.
267,37996,F,FORD MOTOR CO
268,1446598,DNZOY,Denso Corp
269,823768,WM,WASTE MANAGEMENT INC
270,1119639,PBR,PETROBRAS - PETROLEO BRASILEIRO SA
271,1648416,RACE,Ferrari N.V.
272,16875,CP,CANADIAN PACIFIC RAILWAY LTD/CN
273,40533,GD,GENERAL DYNAMICS CORP
274,1723690,BILI,Bilibili Inc.
275,872589,REGN,"REGENERON PHARMACEUTICALS, INC."
276,1446596,FANUY,Fanuc Ltd
277,1048286,MAR,MARRIOTT INTERNATIONAL INC /MD/
278,1428439,ROKU,"ROKU, INC"
279,1447011,BCMXY,Bank of Communications Co Ltd
280,1792789,DASH,"DoorDash, Inc."
281,839923,VOD,VODAFONE GROUP PUBLIC LTD CO
282,319201,KLAC,KLA CORP
283,1506293,PINS,"PINTEREST, INC."
284,1459580,ZIJMY,"Zijin Mining Group Co., Ltd./ADR"
285,1535527,CRWD,"CrowdStrike Holdings, Inc."
286,1637459,KHC,Kraft Heinz Co
287,1744676,TME,Tencent Music Entertainment Group
288,1751788,DOW,DOW INC.
289,355363,ITOCY,ITOCHU CORP
290,1039765,ING,ING GROEP NV
291,929869,RELX,RELX PLC
292,1499620,TAL,TAL Education Group
293,1446711,LZAGY,Lonza Group AG
294,1436381,WFAFY,WESFARMERS LTD
295,29534,DG,DOLLAR GENERAL CORP
296,865752,MNST,Monster Beverage Corp
297,1396282,HNNMY,H&M HENNES & MAURITZ AB
298,1164727,NEM,NEWMONT Corp /DE/
299,55785,KMB,KIMBERLY CLARK CORP
300,1532383,VNJA,VANJIA CORP
301,813828,VIAC,ViacomCBS Inc.
302,870016,JMHLY,JARDINE MATHESON HOLDINGS LTD \ /FI
303,1129137,AMX,AMERICA MOVIL SAB DE CV/
304,1232384,TRP,TC ENERGY CORP
305,1385157,TEL,TE Connectivity Ltd.
306,1048515,DANOY,GROUPE DANONE
307,1075124,TRI,THOMSON REUTERS CORP /CAN/
308,1279967,CRARY,CREDIT AGRICOLE S A
309,1418135,KDP,Keurig Dr Pepper Inc.
310,1132597,ITUB,Itau Unibanco Holding S.A.
311,1321655,PLTR,Palantir Technologies Inc.
312,1045520,CM,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/
313,874716,IDXX,IDEXX LABORATORIES INC /DE
314,1261333,DOCU,"DOCUSIGN, INC."
315,1521332,APTV,Aptiv PLC
316,717826,ERIC,ERICSSON LM TELEPHONE CO
317,16918,STZ,"CONSTELLATION BRANDS, INC."
318,1222333,GLD,SPDR GOLD TRUST
319,1097149,ALGN,ALIGN TECHNOLOGY INC
320,1448987,AHCHY,Anhui Conch Cement Co Ltd\ADR
321,833444,JCI,Johnson Controls International plc
322,96021,SYY,SYSCO CORP
323,1002242,E,ENI SPA
324,1618921,WBA,"Walgreens Boots Alliance, Inc."
325,312069,BCS,BARCLAYS PLC
326,1436793,KNYJY,Kone OYJ
327,5272,AIG,"AMERICAN INTERNATIONAL GROUP, INC."
328,875045,BIIB,BIOGEN INC.
329,1393311,PSA,Public Storage
330,1666700,DD,"DuPont de Nemours, Inc."
331,1086888,MFC,MANULIFE FINANCIAL CORP
332,1004315,NGG,NATIONAL GRID PLC
333,1160106,LYG,Lloyds Banking Group plc
334,827054,MCHP,MICROCHIP TECHNOLOGY INC
335,882835,ROP,ROPER TECHNOLOGIES INC
336,1393052,VEEV,VEEVA SYSTEMS INC
337,1816007,LU,Lufax Holding Ltd
338,87347,SLB,SCHLUMBERGER LIMITED/NV
339,1058090,CMG,CHIPOTLE MEXICAN GRILL INC
340,891103,MTCH,"Match Group, Inc."
341,718940,BCE,BCE INC
342,745732,ROST,"ROSS STORES, INC."
343,1575851,SXYAY,Sika AG/ADR
344,1565025,ABEV,AMBEV S.A.
345,1491703,SCHYY,Sands China Ltd. /ADR
346,821189,EOG,EOG RESOURCES INC
347,1390777,BK,Bank of New York Mellon Corp
348,10456,BAX,BAXTER INTERNATIONAL INC
349,1058290,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP
350,1554394,LGFRY,Longfor Group Holdings Limited/ADR
351,1113169,TROW,PRICE T ROWE GROUP INC
352,26172,CMI,CUMMINS INC
353,1109357,EXC,EXELON CORP
354,1397187,LULU,lululemon athletica inc.
355,1127055,VIVHY,VIVENDI
356,1536278,GWLLY,Great Wall Motor Co Limited/ADR
357,76334,PH,PARKER HANNIFIN CORP
358,712515,EA,ELECTRONIC ARTS INC.
359,202058,LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/"
360,879875,JSHLY,JARDINE STRATEGIC HOLDINGS LTD /FI
361,86312,TRV,"TRAVELERS COMPANIES, INC."
362,4904,AEP,AMERICAN ELECTRIC POWER CO INC
363,1766502,CHWY,"Chewy, Inc."
364,842180,BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A."
365,820313,APH,AMPHENOL CORP /DE/
366,1466258,TT,Trane Technologies plc
367,1063761,SPG,SIMON PROPERTY GROUP INC /DE/
368,1448817,OVCHY,Oversea-Chinese Banking Corp / ADR
369,813672,CDNS,CADENCE DESIGN SYSTEMS INC
370,47217,HPQ,HP INC
371,1065088,EBAY,EBAY INC
372,1335730,MFG,MIZUHO FINANCIAL GROUP INC
373,1483994,HTHT,Huazhu Group Ltd
374,1159204,MTCPY,MTR CORP LTD
375,1387438,ECIFY,ELECTRICITE DE FRANCE S.A.
376,1652630,VONOY,Vonovia SE/ADR
377,1534701,PSX,Phillips 66
378,1478242,IQV,IQVIA HOLDINGS INC.
379,1510295,MPC,Marathon Petroleum Corp
380,1090872,A,"AGILENT TECHNOLOGIES, INC."
381,1617640,ZG,"ZILLOW GROUP, INC."
382,883241,SNPS,SYNOPSYS INC
383,849395,CRH,CRH PUBLIC LTD CO
384,1489393,LYB,LyondellBasell Industries N.V.
385,1627168,PDYPY,Paddy Power plc/ADR
386,1330306,VWDRY,VESTAS WIND SYSTEMS A/S
387,1598014,INFO,IHS Markit Ltd.
388,1137774,PRU,PRUDENTIAL FINANCIAL INC
389,1093557,DXCM,DEXCOM INC
390,1032208,SRE,SEMPRA ENERGY
391,1297996,DLR,"DIGITAL REALTY TRUST, INC."
392,948696,HCMLY,LafargeHolcim Ltd/ADR
393,723254,CTAS,CINTAS CORP
394,1017413,CNQ,CANADIAN NATURAL RESOURCES LTD
395,1454471,CRBJY,China Resources Land Ltd / ADR
396,756894,GOLD,BARRICK GOLD CORP
397,1121631,GVDNY,GIVAUDAN SA /FI
398,1359519,SVNDY,SEVEN & I HOLDINGS CO LTD
399,1506307,KMI,"KINDER MORGAN, INC."
400,1071739,CNC,CENTENE CORP
401,1159510,CS,CREDIT SUISSE GROUP AG
402,1585689,HLT,Hilton Worldwide Holdings Inc.
403,92380,LUV,SOUTHWEST AIRLINES CO
404,1495687,CHCJY,China CITIC Bank Corp Limited/ADR/
405,1160330,BBD,BANK BRADESCO
406,1408198,MSCI,MSCI Inc.
407,1167379,ALC,ALCON INC
408,1755672,CTVA,"Corteva, Inc."
409,1453056,CMAKY,"China Minsheng Banking Corp., Ltd."
410,4977,AFL,AFLAC INC
411,899051,ALL,ALLSTATE CORP
412,40704,GIS,GENERAL MILLS INC
413,1087423,RHT,RED HAT INC
414,1327567,PANW,Palo Alto Networks Inc
415,1038357,PXD,PIONEER NATURAL RESOURCES CO
416,1136869,ZBH,"ZIMMER BIOMET HOLDINGS, INC."
417,815097,CCL,CARNIVAL CORP
418,932787,STM,STMicroelectronics N.V.
419,1474968,GELYY,Geely Automobile Holdings Limited/ADR
420,79879,PPG,PPG INDUSTRIES INC
421,75362,PCAR,PACCAR INC
422,1671933,TTD,"Trade Desk, Inc."
423,1502104,AMADY,"Amadeus IT Group, S.A./ADR"
424,51253,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC
425,723531,PAYX,PAYCHEX INC
426,899866,ALXN,"ALEXION PHARMACEUTICALS, INC."
427,844150,NWG,NatWest Group plc
428,1260221,TDG,TransDigm Group INC
429,1783180,CARR,Carrier Global Corp
430,1123799,WIT,WIPRO LTD
431,898173,ORLY,O REILLY AUTOMOTIVE INC
432,7084,ADM,Archer-Daniels-Midland Co
433,1639825,PTON,"PELOTON INTERACTIVE, INC."
434,103379,VFC,V F CORP
435,1381197,IBKR,"Interactive Brokers Group, Inc."
436,1035002,VLO,VALERO ENERGY CORP/TX
437,1334687,CJPRY,CENTRAL JAPAN RAILWAY CO
438,311337,SU,SUNCOR ENERGY INC
439,1294325,CLPBY,COLOPLAST A/S
440,1725964,NTR,Nutrien Ltd.
441,1372920,EDU,New Oriental Education & Technology Group Inc.
442,1660134,OKTA,"Okta, Inc."
443,72903,XEL,XCEL ENERGY INC
444,1451287,KHNGY,Kuehne & Nagel International AG / ADR
445,1041061,YUM,YUM BRANDS INC
446,1477449,TDOC,"Teladoc Health, Inc."
447,1038143,ORAN,ORANGE
448,27904,DAL,"DELTA AIR LINES, INC."
449,1132924,CHT,CHUNGHWA TELECOM CO LTD
450,1616707,W,Wayfair Inc.
451,1058057,MRVL,MARVELL TECHNOLOGY GROUP LTD
452,1384905,RNG,"RingCentral, Inc."
453,1379235,ARZGY,Assicurazioni Generali S.p.A.
454,1058255,OAOFY,PJSC TATNEFT
455,743988,XLNX,XILINX INC
456,68505,MSI,"Motorola Solutions, Inc."
457,1446390,ALPMY,Astellas Pharma Inc
458,1057352,CSGP,"COSTAR GROUP, INC."
459,1411133,KBCSY,KBC Group NV
460,47111,HSY,HERSHEY CO
461,1677250,ZTO,ZTO Express (Cayman) Inc.
462,93556,SWK,"STANLEY BLACK & DECKER, INC."
463,1393612,DFS,Discover Financial Services
464,24741,GLW,CORNING INC /NY
465,1437147,DBOEY,Deutsche Boerse
466,1253493,ASAZY,ASSA ABLOY AB
467,1097362,SLF,SUN LIFE FINANCIAL INC
468,1012037,CODYY,COMPAGNIE DE SAINT GOBAIN
469,1651308,BGNE,"BeiGene, Ltd."
470,1024478,ROK,"ROCKWELL AUTOMATION, INC"
471,1060391,RSG,"REPUBLIC SERVICES, INC."
472,1611983,LBRDA,Liberty Broadband Corp
473,1446672,TRUMY,Terumo Corp
474,1781335,OTIS,Otis Worldwide Corp
475,1637120,CKHUY,CK Hutchison Holdings Limited/ADR
476,4127,SWKS,"SKYWORKS SOLUTIONS, INC."
477,1339422,RDSMY,Royal DSM N.V.
478,107263,WMB,"WILLIAMS COMPANIES, INC."
479,766704,WELL,WELLTOWER INC.
480,1132979,FRC,FIRST REPUBLIC BANK
481,1140536,WLTW,WILLIS TOWERS WATSON PLC
482,16988,CAJ,CANON INC
483,1037868,AME,AMETEK INC/
484,1093028,EJPRY,EAST JAPAN RAILWAY CO /FI
485,1810806,U,Unity Software Inc.
486,93751,STT,STATE STREET CORP
487,1828365,RLX,RLX Technology Inc.
488,1446437,YAHOY,Yahoo! Japan Corp
489,1013462,ANSS,ANSYS INC
490,9389,BLL,BALL Corp
491,1262039,FTNT,"Fortinet, Inc."
492,943819,RMD,RESMED INC
493,882184,DHI,HORTON D R INC /DE/
494,1561550,DDOG,"Datadog, Inc."
495,1452191,WEICY,"Weichai Power Co., Ltd. / ADR"
496,927653,MCK,MCKESSON CORP
497,788784,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC
498,1529192,VIPS,Vipshop Holdings Ltd
499,1084656,CGEMY,CAP GEMINI SA
500,1125259,CUK,CARNIVAL PLC
501,1243429,MT,ArcelorMittal
502,1404912,KKR,KKR & Co. Inc.
503,1595085,EGRNY,China Evergrande Group/ADR
504,1130894,TYIDY,TOYOTA INDUSTRIES CORP /FI
505,1450346,POAHY,Porsche Automobil Holding SE / ADR
506,896076,MGDDY,MICHELIN COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN /FI
507,1442145,VRSK,"Verisk Analytics, Inc."
508,1060736,SGEN,Seagen Inc.
509,719739,SIVB,SVB FINANCIAL GROUP
510,868675,TU,TELUS CORP
511,1159508,DB,DEUTSCHE BANK AKTIENGESELLSCHAFT
512,797468,OXY,OCCIDENTAL PETROLEUM CORP /DE/
513,72741,ES,EVERSOURCE ENERGY
514,815556,FAST,FASTENAL CO
515,749098,MGA,MAGNA INTERNATIONAL INC
516,14693,BFA,BROWN FORMAN CORP
517,1462886,CTRYY,Country Garden Holdings Co Ltd /ADR
518,1802768,RPRX,Royalty Pharma plc
519,1437107,DISCA,"Discovery, Inc."
520,1370637,ETSY,ETSY INC
521,877212,ZBRA,ZEBRA TECHNOLOGIES CORP
522,866787,AZO,AUTOZONE INC
523,1772757,DKNG,DraftKings Inc.
524,1138118,CBRE,"CBRE GROUP, INC."
525,1034054,SBAC,SBA COMMUNICATIONS CORP
526,820027,AMP,AMERIPRISE FINANCIAL INC
527,1161154,ETP-PC,"Energy Transfer Operating, L.P."
528,1318220,WCN,"Waste Connections, Inc."
529,878927,ODFL,"OLD DOMINION FREIGHT LINE, INC."
530,764478,BBY,BEST BUY CO INC
531,783325,WEC,"WEC ENERGY GROUP, INC."
532,1093691,PLUG,PLUG POWER INC
533,1552000,MPLX,MPLX LP
534,1518258,ASHTY,Ashtead Group plc/ADR
535,1037646,MTD,METTLER TOLEDO INTERNATIONAL INC/
536,1601046,KEYS,"Keysight Technologies, Inc."
537,906107,EQR,EQUITY RESIDENTIAL
538,35527,FITB,FIFTH THIRD BANCORP
539,100493,TSN,"TYSON FOODS, INC."
540,1701605,BKR,Baker Hughes Co
541,1041130,DIA,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST
542,1444406,EC,ECOPETROL S.A.
543,1745431,STNE,StoneCo Ltd.
544,48465,HRL,HORMEL FOODS CORP /DE/
545,936958,MDY,SPDR S&P MIDCAP 400 ETF TRUST
546,1638747,ZLNDY,Zalando SE/ADR
547,56873,KR,KROGER CO
548,915912,AVB,AVALONBAY COMMUNITIES INC
549,900075,CPRT,COPART INC
550,1471055,BSBR,Banco Santander (Brasil) S.A.
551,1713683,ZS,"Zscaler, Inc."
552,1436778,SAXPY,Sampo OYJ
553,106535,WY,WEYERHAEUSER CO
554,1673358,YUMC,"Yum China Holdings, Inc."
555,1061736,FMX,MEXICAN ECONOMIC DEVELOPMENT INC
556,939380,RWEOY,RWE AG /FI
557,920760,LEN,LENNAR CORP /NEW/
558,814052,TEF,TELEFONICA S A
559,908937,SIRI,SIRIUS XM HOLDINGS INC.
560,1095054,UNICY,Unicharm Corp
561,1300175,AONNY,"AEON CO., LTD."
562,1269920,GASNY,GAS NATURAL SDG SA
563,743316,MXIM,MAXIM INTEGRATED PRODUCTS INC
564,1410636,AWK,"American Water Works Company, Inc."
565,935703,DLTR,"DOLLAR TREE, INC."
566,1436647,CABHF,Carlsberg AS
567,885834,TSCDD,TESCO PLC /FI
568,1001807,TLK,PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK
569,1121788,GRMN,GARMIN LTD
570,354190,AJG,Arthur J. Gallagher & Co.
571,1269238,TCOM,Trip.com Group Ltd
572,1158089,GCTAY,GAMESA S A /FI
573,850918,GWLIF,GREAT-WEST LIFECO INC.
574,1175454,FLT,FLEETCOR TECHNOLOGIES INC
575,1324424,EXPE,"Expedia Group, Inc."
576,1601712,SYF,Synchrony Financial
577,1776985,BNTX,BioNTech SE
578,920148,LH,LABORATORY CORP OF AMERICA HOLDINGS
