,cik_str,ticker,title
1640,780571,ITRI,"ITRON, INC."
1641,1597033,SABR,Sabre Corp
1642,1610466,SHLX,"Shell Midstream Partners, L.P."
1643,81362,KWR,QUAKER CHEMICAL CORP
1644,84246,RLI,RLI CORP
1645,1137849,PBSFY,PROSIEBENSAT.1 MEDIA SE/ADR
1646,1448893,ESNT,Essent Group Ltd.
1647,57515,LANC,LANCASTER COLONY CORP
1648,1625791,KRNT,Kornit Digital Ltd.
1649,1620533,SHAK,Shake Shack Inc.
1650,1434588,LOPE,"Grand Canyon Education, Inc."
1651,1487786,MEGGY,Meggitt PLC
1652,1071321,TKC,TURKCELL ILETISIM HIZMETLERI A S
1653,1128928,FLO,FLOWERS FOODS INC
1654,1171825,CIT,CIT GROUP INC
1655,1314727,SONO,Sonos Inc
1656,1177394,SNX,SYNNEX CORP
1657,717605,HXL,HEXCEL CORP /DE/
1658,1820721,ARRY,"Array Technologies, Inc."
1659,822818,CLH,CLEAN HARBORS INC
1660,1444327,LYSDY,Lynas CORP LTD
1661,1003078,MSM,MSC INDUSTRIAL DIRECT CO INC
1662,26324,CW,CURTISS WRIGHT CORP
1663,1358762,RETA,REATA PHARMACEUTICALS INC
1664,717954,UNF,UNIFIRST CORP
1665,817720,SYNA,SYNAPTICS Inc
1666,1701732,ALTR,Altair Engineering Inc.
1667,1724670,PRSP,Perspecta Inc.
1668,70866,NCR,NCR CORP
1669,1490892,COR,CoreSite Realty Corp
1670,1737287,ALLO,"Allogene Therapeutics, Inc."
1671,1411207,ALSN,Allison Transmission Holdings Inc
1672,1433642,HLNE,Hamilton Lane INC
1673,1508475,VNET,"21Vianet Group, Inc."
1674,1429937,BTG,B2GOLD CORP
1675,895126,CHK,CHESAPEAKE ENERGY CORP
1676,1794783,SLQT,"SelectQuote, Inc."
1677,1370880,FEYE,"FireEye, Inc."
1678,1726978,GSHD,"Goosehead Insurance, Inc."
1679,750004,SGMS,SCIENTIFIC GAMES CORP
1680,1399224,BBAVY,BBA AVIATION PLC
1681,1762417,DOYU,DouYu International Holdings Ltd
1682,1433660,JBT,John Bean Technologies CORP
1683,1718512,GTES,Gates Industrial Corp plc
1684,1770121,SANA,"Sana Biotechnology, Inc."
1685,891765,BCAUY,BRILLIANCE CHINA AUTOMOTIVE HOLDINGS LTD
1686,1369868,CBPO,"China Biologic Products Holdings, Inc."
1687,1800667,FROG,JFrog Ltd
1688,1590714,ESI,Element Solutions Inc
1689,1664703,BE,Bloom Energy Corp
1690,88941,SMTC,SEMTECH CORP
1691,816761,TDC,TERADATA CORP /DE/
1692,1720635,NVT,nVent Electric plc
1693,1296445,ORA,"ORMAT TECHNOLOGIES, INC."
1694,1727263,FTDR,"frontdoor, inc."
1695,1433195,APPF,APPFOLIO INC
1696,1061630,BXMT,"BLACKSTONE MORTGAGE TRUST, INC."
1697,1674910,VVV,VALVOLINE INC
1698,1793229,MPLN,MultiPlan Corp
1699,1806837,VERX,"Vertex, Inc."
1700,772406,CRUS,"CIRRUS LOGIC, INC."
1701,1131383,STN,STANTEC INC
1702,1144215,AYI,ACUITY BRANDS INC
1703,1295484,JOBS,"51JOB, INC."
1704,69891,FIZZ,NATIONAL BEVERAGE CORP
1705,52827,RYN,RAYONIER INC
1706,1102112,PACW,PACWEST BANCORP
1707,30697,WEN,Wendy's Co
1708,1125376,ENSG,"ENSIGN GROUP, INC"
1709,1454177,APNHY,Aspen Pharmacare Holdings Ltd / ADR
1710,1450345,RNMBY,RHEINMETALL / ADR
1711,1076930,NOVT,NOVANTA INC
1712,1320414,SEM,SELECT MEDICAL HOLDINGS CORP
1713,1677576,IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC
1714,1302215,HLI,"HOULIHAN LOKEY, INC."
1715,1224306,ISDAY,ISRAEL DISCOUNT BANK LTD
1716,1626450,BIGC,"BigCommerce Holdings, Inc."
1717,1597553,SAGE,"Sage Therapeutics, Inc."
1718,718937,STAA,STAAR SURGICAL CO
1719,1408075,GPK,GRAPHIC PACKAGING HOLDING CO
1720,1040829,RHP,"Ryman Hospitality Properties, Inc."
1721,1623925,AM,Antero Midstream Corp
1722,1080709,ARNA,ARENA PHARMACEUTICALS INC
1723,935036,ACIW,"ACI WORLDWIDE, INC."
1724,1778016,IMAB,I-Mab
1725,944695,THG,"HANOVER INSURANCE GROUP, INC."
1726,1721947,JAMF,Jamf Holding Corp.
1727,808450,NAV,NAVISTAR INTERNATIONAL CORP
1728,1648257,HCM,Hutchison China MediTech Ltd
1729,1170858,SBS,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP
1730,1535379,CLDR,"Cloudera, Inc."
1731,42582,GT,GOODYEAR TIRE & RUBBER CO /OH/
1732,1450021,WYGPY,Worleyparsons Ltd/ADR
1733,702257,TSUKY,TOYO SUISAN KAISHA LTD/ADR/
1734,1365916,AMRS,"AMYRIS, INC."
1735,1752836,CVET,"COVETRUS, INC."
1736,1070154,STL,STERLING BANCORP
1737,1195737,NEA,Nuveen AMT-Free Quality Municipal Income Fund
1738,921082,HIW,"HIGHWOODS PROPERTIES, INC."
1739,1556593,NRZ,New Residential Investment Corp.
1740,1015328,WTFC,WINTRUST FINANCIAL CORP
1741,1357615,KBR,"KBR, INC."
1742,1057877,IDA,IDACORP INC
1743,1692063,SNDR,"Schneider National, Inc."
1744,1731348,TLRY,"Tilray, Inc."
1745,1561894,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc."
1746,929008,WCC,WESCO INTERNATIONAL INC
1747,1340652,CCXI,"ChemoCentryx, Inc."
1748,1723089,CHX,ChampionX Corp
1749,1493594,MTSI,"MACOM Technology Solutions Holdings, Inc."
1750,1459200,ALRM,"Alarm.com Holdings, Inc."
1751,101382,UMBF,UMB FINANCIAL CORP
1752,1122976,AVNT,AVIENT CORP
1753,1652561,DQWS,DSwiss Inc
1754,70145,NFG,NATIONAL FUEL GAS CO
1755,1331520,HOMB,HOME BANCSHARES INC
1756,849869,SLGN,SILGAN HOLDINGS INC
1757,876437,MTG,MGIC INVESTMENT CORP
1758,1443275,THKLY,"THK Co., Ltd."
1759,1762459,ATC,Atotech Ltd
1760,105132,WDFC,WD 40 CO
1761,711377,NEOG,NEOGEN CORP
1762,1689796,JBGS,JBG SMITH Properties
1763,1808220,GOCO,"GoHealth, Inc."
1764,883984,ICUI,ICU MEDICAL INC/DE
1765,906709,NKTR,NEKTAR THERAPEUTICS
1766,920371,SSD,"Simpson Manufacturing Co., Inc."
1767,1651717,NOMD,Nomad Foods Ltd
1768,1311370,LAZ,Lazard Ltd
1769,723612,CAR,"AVIS BUDGET GROUP, INC."
1770,919012,AEO,AMERICAN EAGLE OUTFITTERS INC
1771,1214816,AXS,AXIS CAPITAL HOLDINGS LTD
1772,1810019,RXT,"Rackspace Technology, Inc."
1773,1627223,CC,Chemours Co
1774,1775625,SDC,"SmileDirectClub, Inc."
1775,1282637,NEU,NEWMARKET CORP
1776,1754820,DM,"Desktop Metal, Inc."
1777,910406,HAIN,HAIN CELESTIAL GROUP INC
1778,1341766,CELH,"Celsius Holdings, Inc."
1779,1772695,NOVA,Sunnova Energy International Inc.
1780,912892,TV,"GRUPO TELEVISA, S.A.B."
1781,1560327,RPD,"Rapid7, Inc."
1782,1388658,IRTC,"iRhythm Technologies, Inc."
1783,1647639,UPST,"Upstart Holdings, Inc."
1784,913353,CIGI,Colliers International Group Inc.
1785,1821806,LESL,"Leslie's, Inc."
1786,1745916,PFSI,"PennyMac Financial Services, Inc."
1787,230557,SIGI,SELECTIVE INSURANCE GROUP INC
1788,1402902,CZZ,Cosan Ltd.
1789,1660280,TENB,"Tenable Holdings, Inc."
1790,1362468,ALGT,Allegiant Travel CO
1791,887936,FCN,"FTI CONSULTING, INC"
1792,1828443,OCDX,Ortho Clinical Diagnostics Holdings plc
1793,1436652,TPDKY,Topdanmark AS
1794,62919,MAURY,MARUI CO LTD /ADR/
1795,751978,VICR,VICOR CORP
1796,1071438,BAK,BRASKEM SA
1797,1781753,DAO,"Youdao, Inc."
1798,7431,AWI,ARMSTRONG WORLD INDUSTRIES INC
1799,1264089,AUY,YAMANA GOLD INC.
1800,1077428,TCBI,TEXAS CAPITAL BANCSHARES INC/TX
1801,890926,RDN,RADIAN GROUP INC
1802,1577916,PINC,"Premier, Inc."
1803,1108426,PNM,PNM RESOURCES INC
1804,899749,HR,HEALTHCARE REALTY TRUST INC
1805,1825480,POSH,"Poshmark, Inc."
1806,701374,SIX,Six Flags Entertainment Corp
1807,1091907,WWE,WORLD WRESTLING ENTERTAINMENTINC
1808,927003,AEIS,ADVANCED ENERGY INDUSTRIES INC
1809,1192448,GKOS,GLAUKOS Corp
1810,40888,AJRD,"AEROJET ROCKETDYNE HOLDINGS, INC."
1811,1070081,PTCT,"PTC THERAPEUTICS, INC."
1812,37808,FNB,FNB CORP/PA/
1813,1504008,BKU,"BankUnited, Inc."
1814,917251,ADC,AGREE REALTY CORP
1815,866368,PSB,PS BUSINESS PARKS INC/CA
1816,1280263,AMBA,AMBARELLA INC
1817,1482512,HPP,"Hudson Pacific Properties, Inc."
1818,1726122,CEF,Sprott Physical Gold & Silver Trust
1819,1451554,WIMHY,William Hill plc / ADR
1820,795266,KBH,KB HOME
1821,1660734,TRTN,Triton International Ltd
1822,1345105,CPA,"Copa Holdings, S.A."
1823,733269,RAMP,"LiveRamp Holdings, Inc."
1824,1725255,AHCO,AdaptHealth Corp.
1825,1013880,TTEC,"TTEC Holdings, Inc."
1826,39899,TGNA,TEGNA INC
1827,354707,HE,HAWAIIAN ELECTRIC INDUSTRIES INC
1828,1045309,GRA,W R GRACE & CO
1829,1077771,UMPQ,UMPQUA HOLDINGS CORP
1830,1365555,AFFS,"Amtrust Financial Services, Inc."
1831,1619954,INOV,"Inovalon Holdings, Inc."
1832,1102993,LPSN,LIVEPERSON INC
1833,912958,TIGO,MILLICOM INTERNATIONAL CELLULAR SA
1834,723188,CBU,"COMMUNITY BANK SYSTEM, INC."
1835,1374535,AIMC,Altra Industrial Motion Corp.
1836,9326,BCPC,BALCHEM CORP
1837,1724570,MSP,DATTO HOLDING CORP.
1838,1796209,APG,APi Group Corp
1839,1652130,NTLA,"Intellia Therapeutics, Inc."
1840,1104506,INSM,INSMED Inc
1841,1028918,PPBI,PACIFIC PREMIER BANCORP INC
1842,1768267,CRNC,Cerence Inc.
1843,1615903,IFS,Intercorp Financial Services Inc.
1844,824142,AAON,"AAON, INC."
1845,795403,WTS,WATTS WATER TECHNOLOGIES INC
1846,1446655,KURRY,Kuraray Co Ltd
1847,1710155,EYE,"National Vision Holdings, Inc."
1848,1681459,FTI,TechnipFMC plc
1849,1741530,QFIN,"360 DigiTech, Inc."
1850,1289308,ENS,EnerSys
1851,1443669,PRLB,Proto Labs Inc
1852,1642545,SWAV,"Shockwave Medical, Inc."
1853,1636222,WING,Wingstop Inc.
1854,1449218,GULRY,Guoco Group Ltd
1855,1485888,MLLUY,Metallurgical Corp of China Ltd./ADR/
1856,1601072,AY,Atlantica Sustainable Infrastructure plc
1857,78890,BCO,BRINKS CO
1858,1639691,LIVN,LivaNova PLC
1859,8858,AVT,AVNET INC
1860,56047,KEX,KIRBY CORP
1861,85961,R,RYDER SYSTEM INC
1862,1792267,BNR,Burning Rock Biotech Ltd
1863,1517302,APAM,Artisan Partners Asset Management Inc.
1864,356309,NJR,NEW JERSEY RESOURCES CORP
1865,912767,UFPI,UFP INDUSTRIES INC
1866,88121,SEB,SEABOARD CORP /DE/
1867,1337619,ENV,"ENVESTNET, INC."
1868,1564902,SEAS,"SeaWorld Entertainment, Inc."
1869,1688852,SAFE,Safehold Inc.
1870,36377,FHB,"FIRST HAWAIIAN, INC."
1871,1689657,BLI,"Berkeley Lights, Inc."
1872,1669162,KNSL,"Kinsale Capital Group, Inc."
1873,1067294,CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC"
1874,1217234,CDNA,"CareDx, Inc."
1875,784977,POR,PORTLAND GENERAL ELECTRIC CO /OR/
1876,1308648,AG,FIRST MAJESTIC SILVER CORP
1877,1653653,RRR,"Red Rock Resorts, Inc."
1878,1740332,REZI,"RESIDEO TECHNOLOGIES, INC."
1879,1448056,NEWR,"NEW RELIC, INC."
1880,1476150,TRNO,Terreno Realty Corp
1881,1619762,IGT,International Game Technology PLC
1882,1130464,BKH,BLACK HILLS CORP /SD/
1883,1551306,PGNY,"Progyny, Inc."
1884,1756708,JMIA,Jumia Technologies AG
1885,1356570,WNS,WNS (HOLDINGS) LTD
1886,1484769,FUBO,fuboTV Inc. /FL
1887,1049521,MRCY,MERCURY SYSTEMS INC
1888,1656472,CRON,Cronos Group Inc.
1889,825313,AB,ALLIANCEBERNSTEIN HOLDING L.P.
1890,1384101,VCYT,"VERACYTE, INC."
1891,773141,MDC,"M.D.C. HOLDINGS, INC."
1892,912093,VIAV,VIAVI SOLUTIONS INC.
1893,1577368,QTS,"QTS Realty Trust, Inc."
1894,1655759,ARVN,"ARVINAS, INC."
1895,1492298,SBRA,"Sabra Health Care REIT, Inc."
1896,1587732,OGS,"ONE Gas, Inc."
1897,1773427,SWTX,"SpringWorks Therapeutics, Inc."
1898,1492422,APLS,"Apellis Pharmaceuticals, Inc."
1899,1704720,CNNE,"Cannae Holdings, Inc."
1900,1692115,SWX,"Southwest Gas Holdings, Inc."
1901,275880,PSN,PARSONS CORP
1902,1060822,CRI,CARTERS INC
1903,46195,BOH,BANK OF HAWAII CORP
1904,1417398,HI,"Hillenbrand, Inc."
1905,1625414,BZUN,Baozun Inc.
1906,1685040,BHF,"Brighthouse Financial, Inc."
1907,1454468,BJCHY,Beijing Capital International Airport Co / ADR
1908,12659,HRB,H&R BLOCK INC
1909,1371285,TRUP,"TRUPANION, INC."
1910,1495153,MMYT,MakeMyTrip Ltd
1911,1574815,BMCH,"BMC STOCK HOLDINGS, INC."
1912,1111335,VC,VISTEON CORP
1913,776867,WTM,WHITE MOUNTAINS INSURANCE GROUP LTD
1914,1447112,MSLOY,Mitsui OSK Lines Ltd
1915,1574540,DOC,Physicians Realty Trust
1916,1107843,QLYS,"QUALYS, INC."
1917,1601994,CHFFY,China Everbright International Limited/ADR
1918,827187,SNBR,Sleep Number Corp
1919,1023731,EGHT,8X8 INC /DE/
1920,797721,VSAT,VIASAT INC
1921,108516,WOR,WORTHINGTON INDUSTRIES INC
1922,1486749,HYPMY,Hypermarcas S.A.
1923,1780652,CAN,Canaan Inc.
1924,816956,CNMD,CONMED CORP
1925,1446661,JTEKY,JTEKT Corp
1926,812128,SAFM,SANDERSON FARMS INC
1927,84748,ROG,ROGERS CORP
1928,77877,PDCE,"PDC ENERGY, INC."
1929,26780,DAN,DANA INC
1930,1564538,GRP-UN,GRANITE REAL ESTATE INVESTMENT TRUST
1931,1090116,NVG,Nuveen AMT-Free Municipal Credit Income Fund
1932,886158,BBBY,BED BATH & BEYOND INC
1933,1788882,ROOT,"Root, Inc."
1934,1092699,SPSC,SPS COMMERCE INC
1935,1498710,SAVE,"Spirit Airlines, Inc."
1936,1045450,EPR,EPR PROPERTIES
1937,1082923,STMP,STAMPS.COM INC
1938,912615,URBN,URBAN OUTFITTERS INC
1939,351569,ABCB,Ameris Bancorp
1940,750577,HWC,HANCOCK WHITNEY CORP
1941,1666071,CDLX,"Cardlytics, Inc."
1942,38725,FELE,FRANKLIN ELECTRIC CO INC
1943,1094972,UGP,ULTRAPAR HOLDINGS INC
1944,1126956,SR,SPIRE INC
1945,1812364,RLAY,"Relay Therapeutics, Inc."
1946,1794846,ATCO,Atlas Corp.
1947,1338749,PCH,POTLATCHDELTIC CORP
1948,1124941,BECN,BEACON ROOFING SUPPLY INC
1949,1562476,TMHC,Taylor Morrison Home Corp
1950,99780,TRN,TRINITY INDUSTRIES INC
1951,1674168,HGV,Hilton Grand Vacations Inc.
1952,763744,LCII,LCI INDUSTRIES
1953,1507605,MARA,"Marathon Patent Group, Inc."
1954,803649,EQC,Equity Commonwealth
1955,1014739,OPCH,"Option Care Health, Inc."
1956,109177,SPB,"Spectrum Brands Holdings, Inc."
1957,1568100,PD,"PagerDuty, Inc."
1958,1039399,FORM,FORMFACTOR INC
1959,22444,CMC,COMMERCIAL METALS Co
1960,1610601,MOMO,Momo Inc.
1961,910638,DDD,3D SYSTEMS CORP
1962,1000753,NSP,"INSPERITY, INC."
1963,1142750,AMN,AMN HEALTHCARE SERVICES INC
1964,109563,AIT,APPLIED INDUSTRIAL TECHNOLOGIES INC
1965,1157557,CIG,ENERGY CO OF MINAS GERAIS
1966,1670541,ADNT,Adient plc
1967,29002,DIOD,DIODES INC /DEL/
1968,1793659,RSI,"Rush Street Interactive, Inc."
1969,1651052,FOCS,Focus Financial Partners Inc.
1970,1594012,ISBC,"Investors Bancorp, Inc."
1971,1280058,BLKB,BLACKBAUD INC
1972,929351,LGF-A,LIONS GATE ENTERTAINMENT CORP /CN/
1973,40211,GATX,GATX CORP
1974,1810546,EBC,"Eastern Bankshares, Inc."
1975,64996,MCY,MERCURY GENERAL CORP
1976,1710583,SWCH,"Switch, Inc."
1977,888746,CCU,UNITED BREWERIES CO INC
1978,1573516,MUSA,Murphy USA Inc.
1979,1166388,VRNT,VERINT SYSTEMS INC
1980,868780,DORM,"Dorman Products, Inc."
1981,1801170,CLOV,"CLOVER HEALTH INVESTMENTS, CORP. /DE"
1982,103730,VSH,VISHAY INTERTECHNOLOGY INC
1983,1167419,RIOT,"Riot Blockchain, Inc."
1984,1541401,ESRT,"Empire State Realty Trust, Inc."
1985,828916,WRI,WEINGARTEN REALTY INVESTORS /TX/
1986,1159167,IRBT,IROBOT CORP
1987,1801198,LEGN,Legend Biotech Corp
1988,1525759,FSKR,FS KKR Capital Corp. II
1989,320121,TLS,TELOS CORP
1990,1494319,UNVR,Univar Solutions Inc.
1991,90498,SFNC,SIMMONS FIRST NATIONAL CORP
1992,1434621,TREE,"LendingTree, Inc."
1993,1771515,GO,Grocery Outlet Holding Corp.
1994,56679,KFY,KORN FERRY
1995,1593936,MIK,"Michaels Companies, Inc."
1996,1272830,VG,VONAGE HOLDINGS CORP
1997,1562040,SDIPF,Frasers Group plc/ADR
1998,1273813,AGO,ASSURED GUARANTY LTD
1999,1654795,BBU,Brookfield Business Partners L.P.
2000,1438557,ANIOY,Acerinox SA
2001,1069258,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC."
2002,1732406,LTCN,Grayscale Litecoin Trust (LTC)
2003,1628369,CWK,Cushman & Wakefield plc
2004,1553079,ESBA,"Empire State Realty OP, L.P."
2005,928876,TSEM,TOWER SEMICONDUCTOR LTD
2006,1771917,KRTX,"Karuna Therapeutics, Inc."
2007,1621563,SUM,"Summit Materials, Inc."
2008,1299939,BXS,BancorpSouth Bank
2009,1533475,AZIHY,Azimut Holding SpA/ADR
2010,887343,COLB,"COLUMBIA BANKING SYSTEM, INC."
2011,1340243,MOR,MorphoSys AG
2012,1514416,BAND,Bandwidth Inc.
2013,1418121,APLE,"Apple Hospitality REIT, Inc."
2014,1224608,CNO,"CNO Financial Group, Inc."
2015,66756,ALE,ALLETE INC
2016,1196501,HMSY,HMS HOLDINGS CORP
2017,1446662,JGCCY,JGC Corp
2018,1444719,YUEIY,Yue Yuen Industrial (Holdings) Ltd.
2019,703351,EAT,"BRINKER INTERNATIONAL, INC"
2020,1312109,SI,Silvergate Capital Corp
2021,1284812,CNS,"COHEN & STEERS, INC."
2022,1580905,IBP,"Installed Building Products, Inc."
2023,1666138,ATKR,Atkore Inc.
2024,55242,KMT,KENNAMETAL INC
2025,1794350,YALA,Yalla Group Ltd
2026,1408710,FN,Fabrinet
2027,1558629,PCI,PIMCO Dynamic Credit & Mortgage Income Fund
2028,1832928,CRLBF,Cresco Labs Inc.
2029,1144980,ABG,ASBURY AUTOMOTIVE GROUP INC
2030,1747009,ETRN,Equitrans Midstream Corp
2031,1446588,NINOY,Nikon Corp
2032,1439222,AGIO,"AGIOS PHARMACEUTICALS, INC."
2033,1804176,BFLY,"Butterfly Network, Inc."
2034,1818383,MAX,"MediaAlpha, Inc."
2035,1281895,RCKT,"ROCKET PHARMACEUTICALS, INC."
2036,806628,DNP,DNP SELECT INCOME FUND INC
2037,1713947,SOGO,SOGOU INC.
2038,1746618,RVLV,"Revolve Group, Inc."
2039,3453,MATX,"Matson, Inc."
2040,1804583,RAAS,Cloopen Group Holding Ltd
2041,1549107,MANU,Manchester United plc
2042,1401680,CSOD,Cornerstone OnDemand Inc
2043,1567024,BPXXY,BPER BANCA S.p.A./ADR
2044,1808834,PRG,"PROG Holdings, Inc."
2045,7789,ASB,ASSOCIATED BANC-CORP
2046,1571549,SFRGY,Salvatore Ferragamo S.p.A./ADR
2047,310142,SXT,SENSIENT TECHNOLOGIES CORP
2048,877860,NHI,NATIONAL HEALTH INVESTORS INC
2049,1497770,WD,"Walker & Dunlop, Inc."
2050,1743759,CRSR,"Corsair Gaming, Inc."
2051,719413,HL,HECLA MINING CO/DE/
2052,861842,CATY,CATHAY GENERAL BANCORP
2053,1600930,ASCCY,ASICS Corporation/ADR
2054,1083839,NAD,Nuveen Quality Municipal Income Fund
2055,1579877,OUT,OUTFRONT Media Inc.
2056,911177,CWST,CASELLA WASTE SYSTEMS INC
2057,1725579,PS,"Pluralsight, Inc."
2058,933036,RCII,RENT A CENTER INC DE
2059,1158041,TRQ,TURQUOISE HILL RESOURCES LTD.
2060,921299,FGEN,FIBROGEN INC
2061,1759546,RIDE,Lordstown Motors Corp.
2062,1552275,SUN,Sunoco LP
2063,892537,MANT,MANTECH INTERNATIONAL CORP
2064,793074,WERN,WERNER ENTERPRISES INC
2065,921638,SSRM,SSR MINING INC.
2066,1142596,NUVA,NUVASIVE INC
2067,833079,MTH,Meritage Homes CORP
2068,1564618,IBTX,"Independent Bank Group, Inc."
2069,1122491,BRFS,BRF S.A.
2070,1468091,VEON,VEON Ltd.
2071,1549346,SSTK,"Shutterstock, Inc."
2072,1713952,VVNT,"Vivint Smart Home, Inc."
2073,1810182,ALXO,ALX ONCOLOGY HOLDINGS INC
2074,704532,ONTO,ONTO INNOVATION INC.
2075,1517375,SPT,"Sprout Social, Inc."
2076,1596967,MC,Moelis & Co
2077,1756699,TIGR,UP Fintech Holding Ltd
2078,19446,CMD,CANTEL MEDICAL CORP
2079,707179,ONB,OLD NATIONAL BANCORP /IN/
2080,924805,FRHC,Freedom Holding Corp.
2081,46765,HP,"Helmerich & Payne, Inc."
2082,931148,EAF,GRAFTECH INTERNATIONAL LTD
2083,1401708,NSTG,NanoString Technologies Inc
2084,1750153,GOEV,Canoo Inc.
2085,1474098,PEB,Pebblebrook Hotel Trust
2086,1323885,ATRC,"AtriCure, Inc."
2087,932696,NSIT,INSIGHT ENTERPRISES INC
2088,1628171,RVMD,"Revolution Medicines, Inc."
2089,1726445,SEER,"Seer, Inc."
2090,856982,MMSI,MERIT MEDICAL SYSTEMS INC
2091,1580670,LGIH,"LGI Homes, Inc."
2092,1788348,BIPC,Brookfield Infrastructure Corp
2093,933136,COOP,Mr. Cooper Group Inc.
2094,1070412,CNX,CNX Resources Corp
2095,1712184,LILA,Liberty Latin America Ltd.
2096,1098009,AAGH,America Great Health
2097,1396814,PCRX,"Pacira BioSciences, Inc."
2098,785956,JJSF,J&J SNACK FOODS CORP
2099,1781755,BRP,"BRP Group, Inc."
2100,1733186,VNE,"Veoneer, Inc."
2101,56978,KLIC,KULICKE & SOFFA INDUSTRIES INC
2102,97216,TEX,TEREX CORP
2103,883948,AUB,Atlantic Union Bankshares Corp
2104,910329,MED,MEDIFAST INC
2105,1461283,CCOHF,China State Construction International Holdings Limited/ADR
2106,1114483,ITGR,Integer Holdings Corp
2107,1672013,GOLF,Acushnet Holdings Corp.
2108,913241,SHOO,"STEVEN MADDEN, LTD."
2109,771497,ABM,ABM INDUSTRIES INC /DE/
2110,1372612,BOX,BOX INC
2111,354647,CVBF,CVB FINANCIAL CORP
2112,1517228,COMM,"CommScope Holding Company, Inc."
2113,9092,BMI,BADGER METER INC
2114,1604643,AQUA,Evoqua Water Technologies Corp.
2115,73088,NWE,NORTHWESTERN CORP
2116,1463258,REGI,"Renewable Energy Group, Inc."
2117,1520262,ALKS,Alkermes plc.
2118,857855,UCBI,UNITED COMMUNITY BANKS INC
2119,39368,FUL,FULLER H B CO
2120,24491,CTB,COOPER TIRE & RUBBER CO
2121,910108,LXP,LEXINGTON REALTY TRUST
2122,1602277,ANHGY,Mediclinic International Plc/ADR
2123,886977,MEOH,METHANEX CORP
2124,1258602,NNI,NELNET INC
2125,1739566,UTZ,"Utz Brands, Inc."
2126,1041792,ELP,ENERGY CO OF PARANA
2127,1169561,CVLT,COMMVAULT SYSTEMS INC
2128,315709,IBOC,INTERNATIONAL BANCSHARES CORP
2129,1438556,BNDSY,Banco de Sabadell SA
2130,1297989,EXLS,"ExlService Holdings, Inc."
2131,745308,JOE,ST JOE Co
2132,1437178,EGFEY,EFG Eurobank Ergasias S.A./ADR
2133,1591763,ENBL,"Enable Midstream Partners, LP"
2134,860413,FIBK,FIRST INTERSTATE BANCSYSTEM INC
2135,1581164,STAY,"Extended Stay America, Inc."
2136,891024,PDCO,"PATTERSON COMPANIES, INC."
2137,1734517,VIE,"Viela Bio, Inc."
2138,1779020,DNMR,"Danimer Scientific, Inc."
2139,1411579,AMC,"AMC ENTERTAINMENT HOLDINGS, INC."
2140,860546,OFC,CORPORATE OFFICE PROPERTIES TRUST
2141,1650664,EDIT,"Editas Medicine, Inc."
2142,110471,WWW,WOLVERINE WORLD WIDE INC /DE/
2143,1041803,PSMT,PRICESMART INC
2144,1698990,MGY,Magnolia Oil & Gas Corp
2145,1494259,CARG,"CarGurus, Inc."
2146,1632790,ENR,"ENERGIZER HOLDINGS, INC."
2147,944809,OPK,"OPKO HEALTH, INC."
2148,1326110,NK,"NantKwest, Inc."
2149,776901,INDB,INDEPENDENT BANK CORP
2150,1643269,SUMO,"Sumo Logic, Inc."
2151,107140,JW-A,"JOHN WILEY & SONS, INC."
2152,811532,FUN,CEDAR FAIR L P
2153,1581285,BCUCY,Brunello Cucinelli S.p.A./ADR
2154,1776661,ADV,Advantage Solutions Inc.
2155,1742692,INMD,InMode Ltd.
2156,1433270,AR,ANTERO RESOURCES Corp
2157,1287032,PSEC,PROSPECT CAPITAL CORP
2158,1178819,AGI,ALAMOS GOLD INC
2159,1088856,CORT,CORCEPT THERAPEUTICS INC
2160,1385280,CNK,"Cinemark Holdings, Inc."
2161,1013131,BVN,BUENAVENTURA MINING CO INC
2162,1679688,CLNY,"Colony Capital, Inc."
2163,1056288,FHI,"FEDERATED HERMES, INC."
2164,1121142,MAXR,Maxar Technologies Inc.
2165,1773751,HIMS,"Hims & Hers Health, Inc."
2166,1514991,AMCX,AMC Networks Inc.
2167,1299709,AX,"Axos Financial, Inc."
2168,746598,BRC,BRADY CORP
2169,1653477,NGVT,Ingevity Corp
2170,1768666,BSTZ,BlackRock Science & Technology Trust II
2171,104889,GHC,Graham Holdings Co
2172,793733,SKYW,SKYWEST INC
2173,1829948,CIXX,CI Financial Corp.
2174,901491,PZZA,PAPA JOHNS INTERNATIONAL INC
2175,16040,CBT,CABOT CORP
2176,1265131,HTH,Hilltop Holdings Inc.
2177,1368622,AVAV,AeroVironment Inc
2178,1430723,SFBS,"ServisFirst Bancshares, Inc."
2179,1178879,FOLD,"AMICUS THERAPEUTICS, INC."
2180,104918,AVA,AVISTA CORP
2181,1499543,NOAH,Noah Holdings Ltd
2182,1345016,YELP,YELP INC
2183,1669779,CWH,"Camping World Holdings, Inc."
2184,1320695,THS,"TreeHouse Foods, Inc."
2185,1807707,APPH,"AppHarvest, Inc."
2186,1739445,ACA,"Arcosa, Inc."
2187,1530804,TROX,Tronox Holdings plc
